Type,Full Name,Nickname,AgeMonth,Breed
Dog,Joshua,Joshie,108,Golden Retriever
Dog,Kona Kai,Kona,24,"Mixed - Mutt: Half Terrific, Half Amazing (most Likely Golden Retriever, German Shepherd"
Cat,Simba,Simba,72,Domestic short-haired
Dog,Charlie,Charlie,132,Boston Terrier X Pug
Turtle,Lucky,Lucky,Unknown,Desert Tortoise
Cat,Duncan,Duncan,66,Unknown
Dog,Lucky,Lucky,48,Labrador RetrieverRetriever
Dog,Lily Ann,Lily,36,Golden Retriever
Dog,Robbie,Robbie,120,West Highland White
Dog,Chance,Chance,48,Labrador RetrieverRetriever
Cat,Mir Hector,Mir,138,Domestic Short Hair
Cat,Clover,Clo,Unknown,Unknown
Cat,Lacerta Grace,Laci,132,Domestic Short Hair
Dog,Mcgregor,Gregs,132,Scottish Terrier
Cat,Mosephus,Mo,Unknown,Unknown
Dog,Maggie,Mags,72,Corgi
Dog,Boo Radley Beauregard,Boo,60,Hound Mix
Cat,Pictor James,Pictor,96,Lynx Point Siamese
Cat,Yellowie,Old Man,228,Unknown
Cat,Sylvio,Syl,168,Unknown
Dog,Jean Louise,Scout,30,Golden Retriever
Cat,Cooper Kent Degroat,Cooper,12,Tuxedo Cat
Dog,Java Joe,Joe,12,Corgi
Dog,Heidi Hoho,Heidi,84,Rescue
Dog,Finlay Heisenberg,Finn,96,Shetland Sheepdog
Cat,Porkchop,Porkie,48,Rescue
Dog,Nala Belle,Nala,132,Golden Retriever
Cat,Lila,Lielee,120,Domestic Long Haired
Dog,Matelin Paco Junior,Mate,108,Australian Shepherd
Cat,Applesauce,Apple,24,Rescue
Dog,Eddie,Eddie,96,Chihuahua
Dog,Sir Thompson Squigglebutt,Tommy,84,Chihuahua
Dog,Miss Kasey Bubbles,Kasey,96,English Setter
Dog,Angel,Angel,108,Golden Retriever
Dog,Loosie,Goose,180,Whippet
Bird,Ruby,Ruby,24,Parakeet
Dog,Sophie,Sophie,168,Whippet
Lizard,Robert,Robbie,12,Leopard Gecko
Dog,Douglas,Douglas,120,Basset Hound
Dog,Zoi,Z,12,English Setter
Cat,Menke,Menke,48,Manx
Dog,Jasper,Jasper,168,Whippet
Dog,Rupert,Roo,36,Basset Hound
Dog,Spencer,Spence,120,Pointer
Dog,Sir Clyde Bootsie Sideeye,Clyde,132,Chihuahua
Dog,Daisy Mae,Daisy,84,Goldendoodle
Dog,Teddy Bear,Teddy,132,"Mixed - Chow Chow, Australian Shepard"
Dog,Edward Gene,Eddy,180,Golden Retriever
Dog,Peaches Monroe,Peaches,48,Jack Russell Terrier
Dog,Sir Nicholas,Nick,108,"Mixed - Corgi, Jack Russell"
Dog,Eowyn,Eo,156,Shih Tzu
Dog,Jayden,Denden,96,Shih Tzu
Dog,Joey,Jo,12,Golden Retriever
Dog,Walker Texas Ranger,Wally,12,Labrador Mix
Dog,Mike Mussina,Moose,12,Labrador Mix
Cat,Azuca,Zucchini,96,Unknown
Cat,Lady Bluebelle,Bluebelle,192,Domestic medium-haired
Dog,Demon Deacon,Deke,156,Golden Retriever
Dog,Benny The Tiny Von Hudehoff,Benny,60,Yorkshire Terrier
Dog,Jacky,Jack,36,Golden Retriever
Dog,Gigi,Gigi,120,Golden Retriever
Dog,Liontamers Nelson M Mandela,Nelson,24,Rhodesian Ridgeback
Dog,Toby,Toby,144,Golden Retriever
Dog,Sugar,Sugar,156,Mix
Cat,Rey,Rey,24,Unknown
Dog,Mackley,Mackey,48,American Bulldog
Cat,Gordon Banarnar,Gordon,72,Tabby
Dog,Sugar,Sugar,60,Golden Retriever
Dog,Minnie,Minnie,120,Min Pin
Dog,Meeko Letang,Bubby,36,Rough Collie
Cat,Mephistopheles Der Leibhaftige Teufel Lord Of The Underworld Bringer Of Darkness,Felix,132,Domestic short-haired
Dog,Oddjob,Jobby,132,Puggle
Cat,River,River,96,Dsh Orange Tabby
Dog,Charleston Wesley,Charlie,12,Goldendoodle
Dog,Shelby,Shelb,3,Mutt
Dog,Barracuda,Cuda,Unknown,Gsd Mix
Hamster,Lilapution Marie,Lilla,Unknown,Unknown
Dog,Daisy,Daisy,60,Chocolate Labrador RetrieverMix
Dog,Moose Van Haus Huenink,Moose,36,Rottweiler
Dog,Princess Bella Marie,Bella,132,"Mixed - Mini Dachshund, Beagle "
Hamster,Turtle Dove,Turtle,Unknown,Syrian
Dog,Geno Stoneycreek Pugh,Beans,24,Rottweiler
Cat,Axel Daxel,Axel,108,Domestic Short Hair
Betta Fish,Michael Lee,Michael,2,Betta
Cat,Babe Ruthy,Babe,108,Domestic Short Hair
Dog,Sadie Mae,Sadie,72,German Shorthaired Pointer
Chinchilla,Stanley,Stan Bug,Unknown,Unknown
Dog,Ruby Sue,Ruby,36,Blue Tick Coon Hound
Rabbit,Richard Fineman,Richie,48,Unknown
Dog,Zoey,Zoey,96,Golden Retriever
Dog,Apollo,Apollo,120,Boxer
Dog,Petey,Pete,132,Labrador RetrieverMix
Cat,Scuto,Scutie,120,Burmese
Dog,Sadie Blue,Sadie,108,Border Collie Mix
Dog,Mira,Weetum,162,"Mixed - Lab, Greyhound"
Dog,Ginger,Ginger,18,Staffordshire Mix
Cat,Cookie Dough,Miss Dough,72,Cat
Tortoise,Kachu,Kachu,48,Unknown
Dog,Hairy Potter,Hairy,144,Smol Terrier
Dog,Cricket,Crickita,Unknown,"Mixed - Half Schitzu, Half Long Haired Miniature Dachshund"
Dog,Xenia Marie,Xenia,96,German Shepherd
Guinea Pig,Potato,Tot,36,Abyssinian Guineapig
Dog,Daisy Mae,Daisy,144,Cairn Terrier
Chinchilla,Ashe,Ashe,36,American Standard Chinchilla
Goldfish,Mr. Moesby,Mr. Moesby,36,Goldfish
Goldfish,Helen,Helen,36,Goldfish
Dog,Skylar,Sky Dog,180,Mini Aussie
Dog,Maybus Dogstoevsky,Maybe,132,Treeing Walker Coonhound
Dog,Kahlua,Louie,84,Mini Aussie
Cat,Foster,Foster,156,Domestic Shorthair - Gray Tabby
Cat,Reese,Reese,156,Domestic Shorthair - Tortoiseshell
Dog,Maggie Pie Thatcher,Maggie,12,Blue Lacy
Dog,Ashildr,Ashy,12,Boxer
Dog,Elsa,Stinky Poo Poo,Unknown,German Shepherd
Dog,Belle,Stinky Poo Poo Too,Unknown,Golden Retriever
Cat,Mufasa,Mufasa,168,Yellow Tabby Long Hair
Dog,Zeus,Zeusy,96,Jack Russel Mix
Guinea Pig,Niblet,Fat Pig,48,Guinea Pig
Dog,Molly,Miss Pants,72,Labrador RetrieverMix
Cat,Valerie Spaceship Pizza Party,Bubba,72,Domestic Short Hair
Hamster,Penelope,Penne,12,Syrian
Cat,Peanut,Peenie Paneenie,12,Calico
Cat,Jupiter,Monsieur Jups,72,Domestic Short Hair
Dog,Chip,Chippy,162,Yellow Lab
Dog,Chewustuffer Asshole,Chewy,24,Golden Retriever
Dog,Sailor Moon,Either Sailor,48,Newfoundland
Dog,Navigators Sipsey River Princes,Sipsey,132,Labrador Retreiver
Dog,Buddy,Bud,108,Border Collie
Dog,Brown Butter Biscuit,Biscuit,144,Labrador Retriever
Dog,Millie,Lil Mil,156,Shih Tsu Cross
Dog,Jonah,Jonah,60,"Mixed - Lab, Collie"
Dog,Diggs,Diggs,108,Australian Cattle Dog
Bird,Gudlaguba,Guba,24,Unknown
Dog,Herman,Hermie,168,Dachshund
Cat,Isis,Isis,108,Domestic Short Hair
Dog,Datsyuk,Datsyuk,2,"Mixed - Shepherd, Unknown"
Dog,Nightwing,Nightwing,72,"Mixed - Lhasa Apso ,  Maltese"
Dog,Isabella,Bella,60,"Mixed - German Shepard,  Australian Shepard"
Dog,Princess Buttercup,Princess,48,"Mixed - Lhasa Apso ,  Maltese"
Dog,Sir Jake Of Zoar,Jake,132,Yellow Lab
Cat,Michael Theodore Wazowski,Mike,24,Fuzzball
Dog,Scout,Scout,72,King Charles
Dog,Aluxe,Aluxe,168,Poodle
Dog,Brownie,Brownie,132,King Charles
Cat,Catsby,Catsby,144,Domestic Short Hair
Rabbit,Clementine The Lemon,Clem,84,Unknown
Dog,Shelby May,Shelbs,18,Terrier Mix
Dog,Mr. Henry Midas Darcy,Henry,84,Golden Retriever
Cat,Hermes,Hermes,120,Unknown
Dog,Annie Reese,Annie,132,"Mixed - Husky, Corgi "
Dog,Blackjack,Blackjack,36,"Mixed - Lab, Pitbull"
Cat,Dolly Madison,Dolly,132,American Shorthair
Cat,Franklin Roosevelt,Franklin,192,Siamese
Cat,Abby,Abby,30,Unknown
Dog,Jaden,Jaden,96,Unknown
Dog,Sophie,Soph,108,Golden Retriever
Cat,Elizabeth Bennet,Elizabeth,156,Domestic Long Haired
Cat,Amadeus,Booboo,156,Domestic Long Haired
Dog,Petey,Petey,132,Golden Retriever
Dog,Jack,Jackson,132,Golden Retriever
Dog,Bella,Bell,96,Puggle
Dog,Starsky Buford,Starsky,84,Foxhound
Prairie Dog,Beatrice,Trixie,60,Mexican Black Tailed
Dog,Quito,Kiki,48,"Mixed - Lab, Apbt, Great Dane, Gsd, Australian Cattle Dog, Rottweiler"
Dog,Wiggins,Wiggs,36,Black Labrador RetrieverBasset Houd Mix
Bird,Aretha,The Broody One,12,Black Star Hen
Snake,Stanley,Stanley,12,Ball Python
Dog,Bella,Smelly Belly,156,Weimaraner
Hermit Crab,Golddigger,Goldie,Unknown,Australian
Dog,Maple,Mapie,60,Shiba Inu
Dog,Sara,Sara,84,Polish Tatra Sheepdog
Bees,Professor Mcgongall ,Hogwarts ,Unknown,Unknown
Dog,Clementine,Clem,66,Coonhound
Dog,Ali May,Ali,144,Labrador RetrieverMix
Dog,Aspen,Ass pen,36,Coonhound
Dog,Amber,Amber,24,German Pointer
Guinea Pig,Diego,Dego Bear,36,Unknown
Guinea Pig,Linus,Linus,12,American Guinea Pig
Dog,Coquine,Ti chat,180,Maltese
Guinea Pig,Colby,Colbs,36,Unknown
Dog,Medley May,Med Head,96,Great Dane
Dog,Maggie,Mag Bag,36,Great Dane
Dog,Finn Jethro,Finny,84,Poodle
Dog,Tallulah Lilac,Lulah,48,Poodle
Dog,Bear,Bear,72,"Mixed - Husky,  Shepherd, Collie"
Cat,Fuji,Worm,108,Domestic House Cat
Dog,Emily,Emily,84,American Pitbull
Dog,Winifred Yankeestaff Arnone,Winnie,156,English Staffordshire Bull Terrier
Dog,Bella,Bella,108,Shih Tzu
Dog,Mocha Latte,Moch,24,"Mixed - Retriever, Pitbull"
Dog,Bentley Rockstaff Jardine Arnone,Bentley,2,English Staffordshire Bull Terrier
Cat,Lili,Lili,132,Russian Blue
Dog,Freddie Mercury,Freddie,180,Mini Schnauzer
Dog,Einstein Pancake,Einstein,132,"Mixed - Shih Tzu,  Poodle"
Cat,Kit Marlowe,Marlowe,132,Domestic Shorthair Tabby
Dog,Sir Eggs Benedict,Benny,30,Pembroke Welsh Corgi
Dog,Bandit,Ban Ban,96,Husky
Cat,Beauregard Montgomery Cat,Beau,36,Black And White
Dog,Mac,Mac,60,Border Collie
Dog,Shepherd E Stoltzfus,Shep,60,Border Collie
Dog,Cinnamon,Chinamon,48,Golden Lab
Rabbit,Greta,Greta,156,Mini Rex
Dog,Rocky Ciroc,Ciroc,72,Bichon Frise
Cat,Cloudy,Cloudy,108,Unknown
Cat,Sunny,Sunny,60,Unknown
Dog,Jack,Jack,24,Miniature Dachshund
Dog,Baldrick Of Blackadder Bob,Bob,168,Miniature Schnauzer
Dog,Danny,Danny,Unknown,Pomeranian - Indian Mongrel Mix
Dog,Troy,Sweetie,108,Pit Mix
Dog,Lavender,Lav,96,Pitbull
Dog,Buddy,Mr. B,72,Golden Retriever
Dog,Chase,Chase,72,Boxer
Dog,Charlotte,Charlie,96,Mostly Border Collie
Dog,Ice,Ice,168,"Mixed - Sharpei, Dachshund "
Betta Fish,Alpha ,Alpha,Unknown,Unknown
Dog,Dolly,Dolly,90,Labrador RetrieverMix
Dog,Geoffrey,Geoffrey,12,Maltipoo
Rabbit,Aragorn,Strider,60,Dwarf Lop
Rabbit,Arwen,Arwen,48,Lion Head Dwarf Lop
Dog,Holly,Holly,102,Golden Retriever
Dog,Coco Pollybird,Coco,120,Cocker Spaniel
Dog,Tim,Tim,144,Beagle
Dog,Magui Josefina Primera Mercado,Mooito,192,English Cocker Spaniel
Turtle,Robustiana,Robby,60,Unknown
Dog,Scooby,Scoob,Unknown,American Cocker Spaniel
Dog,Balto Jos,Bartolo,72,Unknown
Bird,Lul Anastasia,Pollo,192,Unknown
Dog,Xena Badass Mcawesome Princess Flufflepuffs Of The Ashen Fields Of Mordor,Xena,72,Golden Retriever
Dog,Wilbur,Wilby,72,French X British Bulldog
Dog,Rowena Ravenclaw,Puppy,36,Rhodesian Ridgeback
Dog,Magnificent,Maggie,84,"Mixed - King Charles, Papillon "
Dog,Nova,Scoosh,12,Cocker Spaniel
Dog,Penny,Penny,144,Ray Terrier
Cat,Jasper,Jasper,96,Unknown
Dog,Maisie Taters,Maisie,24,Hound Mix
Dog,Guinness,Guinness,108,Australian Shepherd
Dog,Johnny Bee,Johnny,60,Boxer Mix
Cat,Emma,Emma zoo,252,Calico
Dog,Mayflower,May,144,Labrador
Cat,Benjamin,Ben,72,Unknown
Dog,Roscoe,Roscoe,156,Beagle
Cat,Pitted Bear,Pits,72,Unknown
Cat,Lily,Lily,240,Unknown
Cat,Maggie,Maggie,228,Unknown
Cat,Tom,Tomsl,216,British Short-hair
Cat,Gerri,Gerri,204,British Short-hair
Dog,Ashley,Ashley,60,English Cocker Spaniel
Cat,Moritz,Mori,96,Unknown
Dog,Janis,Janis,84,Unknown
Dog,Leonardo,Leo,84,Pekingese
Rabbit,Cheeky,Twatty,60,Unknown
Cat,Tyler,Doofus,132,Domestic Short Hair
Dog,Ceili Kibbles,Ceili ,120,Golden Retriever
Cat,Kiki,Kikster,132,Domestic Short Hair
Dog,Charlie,Charlie,12,Bernese Mountain Dog
Cat,Oreo,Oreo,Unknown,Short Hair
Cat,Ichi,Itch,96,Unknown
Fish,Mussel,Muss,36,Unknown
Dog,Mango,Mango,24,Unknown
Hamster,Muffin,Muffin,24,Unknown
Dog,Rufus,Roofie,168,Golden Retiever
Dog,Daisy,Daze,12,Golden Retriever
Dog,Lily,Lils,156,Golden Retriever
Dog,Bertie,Bertie Boy,12,Golden Retriever
Dog,Max,Bear,84,Akita
Dog,Molly,Moo,84,Beagle
Dog,Poppy,Poppy Dog,24,Golden Retriever
Dog,Daisy,Daisy Dog,24,Golden Retriever
Cat,Nica-nu,Nica no give that backq,5,British Short-hair
Cat,Meredith,Mer,96,Unknown
Dog,Koda,Koda,108,Golden Retriever
Dog,Elwood,Elwood,108,Golden Retriever
Dog,Jake,Jakey,108,Golden Retriever
Cat,Blizzard,White,156,Unknown
Cat,Hemingway,Hemi,108,Unknown
Cat,George,Porge,132,Unknown
Dog,Miles,Miles,96,Labrador
Cat,Sherbert,Sherbert,12,Unknown
Cat,Liesje,Liesje,60,Tortoise Shell
Dog,Indiana,Indy,120,Springer Spaniel
Cat,Diego Maradona,Degs,36,Unknown
Dog,Maximus Harvey,Max,24,Golden Retriever
Cat,Paco,Pac Man,24,Unknown
Dog,Douglas Ray Richardson The Third,Doug,72,Red Heeled
Guinea Pig,Wilbur,Wilbur,12,Unknown
Guinea Pig,Vincent,Vinnie,12,Unknown
Dog,Harley,Gnarly,48,Pug
Tortoise,Taco,Taco,84,Russian Tortoise
Dog,Buster,Busty,168,Jack Russell
Dog,Alfie,Alfie Dude,168,Jack Russell
Dog,Mila,Mila,108,Mixed Breed Boomer
Dog,Zero,Boydog,120,Rhodesian Ridgeback
Rabbit,Cirkeline,Cirkeline,84,Mixed
Dog,Bella Nina,Bella,84,German Shepherd
Dog,Thomas James,Tom,48,Unknown
Dog,Archie,Archie,12,German Shepherd
Cat,Mao,Mao,168,Moggy
Dog,Briggs,Briggy,120,Labrador RetrieverMix
Dog,Mya ,My,156,Yellow Lab
Cat,Dee Dee,Dee,156,Unknown
Dog,Neela,Neely,96,Shih Tzu
Dog,Hank,Hankle,24,"Mixed - Blue Heeler, Australian Shepherd"
Dog,Button,Button,84,Cockalier
Dog,Missy Princess,Missy,168,Cocker Spaniel
Dog,Prince,Prince,84,"Mixed - German Shepherd, Golden Retriever"
Dog,Samuel,Sam,96,Golden Retriever
Cat,Wolfe,Buddu,138,Domestic Short Hair
Cat,Muppet,Muppy,72,Tabby
Bird,Bruce,Brucey,120,Budgerigar
Dog,Precious Fudge,Miss Precious,144,"Mixed - Collie, Chocolate Lab"
Dog,Truffles,Truffs,132,Chocolate Poodle
Dog,Woodland,Woody,48,Long Haired Chihuahua
Rat,Tomasa,Tommy,Unknown,Unknown
Dog,Heath M&m,Mr. Peaf,96,Australian Cattle Dog
Dog,Mosley,Mr. Mosley,72,"Mixed - Pitbull, Terrier"
Dog,Peter,Mr. Peter,36,Unknown
Cat,Miss Lucy,Lucy,48,Siamese
Cat,Miss Molly,Molly,36,Unknown
Cat,Luna,Luna,48,Ragdoll
Dog,Sammy,Sammy,144,"Mixed - Shi Tzu, Unknown"
Dog,Theodore Barkalot,Teddy,96,Bichon Havanese
Chicken,Delphine,NaN,24,Speckledys
Dog,D'artagnan,Dart,204,Pug
Cat,Fire,Fire,Unknown,Short Hair
Cat,Ash,Ash,Unknown,Short Hair
Cat,Kami,Kam,12,Long Hair
Cat,Kit Kat,Kit,Unknown,Medium Hair
Dog,Celsius Pele Amadeus Cartier,Celsius,132,Black Labrador Retriever
Dog,Lando Calrisian,Lando,48,Labrador
Dog,Obi-wan,Obi,24,Labrador
Dog,Titus Sirius Icarus Cartier,Titus,120,Black Labrador Retriever
Dog,Samuel T Dogg,Sam,96,Labrador
Cat,Puka Shell,Puka,36,Unknown
Cat,Lily Pad,Lily,18,Unknown
Dog,Oreo Ann,Oreo,132,Unknown
Dog,Oliver,Ollie,84,Unknown
Dog,Stamford,Stamford,120,Bichon Frise Cross
Dog,Bentley,Bentley,48,Chocolate Lab
Dog,Lulu,Lulu,120,Jack Russell
Dog,Ella,Elephant,96,Retriever X Labrador
Dog,Roxy,Roxy,60,German Shepherd
Cat,Andrew Angela,Andie,18,American Shorthair
Cat,Cricket,Creekee,96,American Shorthair
Dog,Desmond,Dez,96,English Black Labrador
Cat,Tallulah May,Chunky Butt,24,American Shorthair
Dog,Stella,Stella,108,Hunterway X Collie
Cat,Snowflake,Snow ,132,Main Coone X
Dog,Sheena,Beena,144,Golden
Cat,Rico,Rico,156,Unknown
Cat,Sirius Black,Chonk,48,Unknown
Cat,Bellatrix Lestrange,Bella,24,Unknown
Dog,Perry The Poodle,Perry,24,Standard Poodle
Dog,Cody The Corgi,Cody,36,Pembroke Welsh Corgi
Cat,Princess Penelope Pineapple Pizza,Kitty,36,Calico
Cat,Mel,Melzinga,36,Unknown
Dog,Ginevra Molly,Ginny,48,Golden Retriever
Cat,Mel De Melissa Duarte Brandizzi,Mel,36,Unknown
Cat,Mila Vilela Brandizzi,Mila,12,Unknown
Cat,Sushi,Baby ,168,Black Cat
Dog,Riley,Riley,48,Husky
Dog,Cleopatra,Cleo,36,Greyhound
Dog,Coco,Coco,120,Corgi
Dog,Captain,Captain Aka Cappie,168,Husky
Dog,Buddy,Buddy,96,Mutt
Dog,Magnolia Mae,Maggie,24,Corgi
Dog,Sam,Sammy,60,Border Collie
Frog,Lily,Lily,12,Unknown
Dog,Zoey,Zo,48,Mutt
Cat,Sammy,Sammy,108,Unknown
Cat,Tika,Tika,96,Unknown
Cat,Prince William,William,108,Unknown
Dog,Chip,Chippers,24,Golden Retriever
Spider,Rosie,Rosie,72,Chilean Rose Hair Tarantula
Cat,Zoey,Zoey,60,Tabby
Cat,Stella Lou,Stella,24,Tabby
Dog,Snickers,Snick,96,Labrador
Dog,Max,Max,150,Labrador
Dog,Leeloo,Leeloo,24,Labradoodle
Dog,Owen,Owen,156,Ridgeback
Dog,Daisy May,Daisy,132,Golden Retriever
Cat,Maria,Maria,102,Mix
Dog,Sunshine,Sunny,48,Pyrador
Cat,Penelope,Penelope,108,Calico
Gecko,Pebbles,Peb,48,Leopard Gecko
Dog,Freskin,Fattima Bouffants,156,Black Labrador Retriever
Dog,Philippa,Pippa,48,American Hairless Terrier
Dog,Lillie ,Lillie,60,Boxer
Cat,Callie,Callie,180,Unknown
Dog,Dr. Wolf Barker Md Phd Dog,Wolfie,84,Mixed
Dog,Toby,Tobias,120,Bichon Frise
Cat,Mackintosh,Milo,120,Unknown
Dog,Alice,Alicima Bouffants,132,Bichon Frise
Dog,Deedee,Deedle Dumpling,120,Bichon Frise
Dog,Oliver,Oliver,144,Bichon Frise
Dog,Reuben,Reuben,144,Bichon Frise
Dog,Mowgli,Mowgli,42,"Mixed - Yorkshire Terrier, poodle"
Dog,Toby,Toby,144,Labrador Retriever
Gerbil,Salt,Salt,24,Unknown
Gerbil,Pepper,Pepper,24,Unknown
Cat,Shaka,Shaka,108,Siamese
Cat,Zia,Zia,144,Siamese
Dog,Buddy,Buddy,132,"Mixed - Mutt, ed"
Dog,Bella Sitka Lastname,Bell,180,Miniature American Eskimo
Dog,Monty,Montgomery Of Fitzgerald,96,Labrador Retriever
Dog,Luna Lastname,Luna,2,Doxin
Bird,Vaillante,Vaillant,60,Unknown
Dog,Echo Last Name,Echo,144,Miniature American Eskimo
Dog,Nuffin,Nuffin,72,Golden Retriever
Cat,Tauriel,Tauriel,54,Domestic Short Hair
Cat,Garbanzo,Bean,48,Domestic Short Hair
Dog,Mars,Chano,108,Corgi
Dog,Calhoun Richard Anderson Du Nord,Cal,42,Golden Retriever
Dog,Charlie Brown,Charlie,120,Labrador Retriever
Dog,Bixby Lucas,Bixby,12,Black Lab
Cat,Luna Linetti,Luna,12,Black Cat
Dog,Taco,Taca Taca,156,"Mixed - French Bulldog, Boston Terrier "
Dog,Belle,Jelly Belly,36,Beagle Mix
Dog,Jimmy,Jimmy,36,Jack Russell Terrier
Hamster,Wobbles,Wobbles,2,Syrian Hamster
Cat,Buddha,Buddha,180,Domestic Short Hair
Dog,Miles,Miles,120,Redbone Coonhound
Dog,Eleanor Rose,Elly,60,Golden Retriever
Cat,Charlotte May,Charlotte,48,Brown And White Tabby
Dog,Cooper Jay Nigel Winston,Cooper,96,"Mixed - Yorkshire Terrier, Unknown"
Dog,Buddy Augusto,Buddy,168,Cocker Spaniel
Dog,Dash,Dash,84,"Mixed - Pit Bull, Unknown"
Cat,Calvin Coolidge Cat,Cal,204,Siamese
Cat,Gracie Coolidge Cat,Gracie,192,Russian Blue
Dog,Opie,Dope,132,Golden Retriever
Dog,Georgia,Georgia,36,Unknown
Cat,Emile,Mealsies,72,French Charteux
Cat,Zoe,Zoe,36,Mixed Breed Cat
Cat,Malcolm,Mal,36,Tabby
Dog,Dino,Dino,Unknown,Keeshound
Cat,Molly,Molly Magoo,12,Mixed Breed
Cat,Bruce Springsteen,Bruce,288,Cat
Dog,Penny,Penny,120,"Mixed - Beagle, Miniature Pinscher"
Cat,Raven,Raven,72,Black Shorthair Cat
Cat,Clarabelle,Clarabelle,84,Polydactyl Shorthair Cat
Dog,Alexs Fiesty Girl Bailey Balogh,Bailey,126,Golden Retriever
Dog,Rey,Reymundo,30,"Mixed - Jack Russell, Chihuahua"
Dog,Uwe,Uwe,48,Golden Boy
Dog,Millie Betty,Mill,18,Dalmatian
Dog,Henry,Henny,12,Dalmatian
Dog,Daisy May,Daisy,156,Mutt
Dog,Chamomile June,Cammie,108,Cocker Spaniel
Dog,Chapman,Chapman,180,Black Lab
Dog,Tucker,Tucker,2,Mini Australian Shepard
Dog,Chappelle,Mutt,93,"Mixed - Dachshund, Tibetan Spaniel"
Cat,Wilhelmina Rae,Willa,60,Unknown
Cat,Frances Louise,Frankie,72,Unknown
Cat,Victoria Susan,Tori,72,Unknown
Cat,Ossana Mae,Ossie,60,Unknown
Dog,Bella,Bella,132,Greater Swiss Mountain Dog
Dog,Toby Wan Kenobi,Toby,12,Golden Retriever
Dog,Daisy,Daisy,144,Labrador
Dog,Beaucoup Du Chien,Beau,Unknown,Newfoundland
Dog,Pumpkin,Pumpkin,Unknown,Yellow Labrador
Dog,Poquit,Poquit,Unknown,Chocolate Lab
Cat,Orange Laurie,Orie,Unknown,Unknown
Cat,Sunset,Sunny,Unknown,Unknown
Dog,Rosie,Rosie,108,Golden Retriever
Cat,Matilda,Matilda,48,Domestic short-haired
Dog,Murphy,Murphy,120,Yorkshire Terrier
Dog,Giacomo Science,Giacomo,72,Bernese Mountain Dog
Dog,Zuul Minion Of Gozer,Zuul,60,"Mixed - Pitbull, Boxer "
Dog,Trogdor Jealous,Dora,168,Mix
Cat,Idalou,Lou,21,Domestic Short Hair
Dog,Professor Tuxedo,Tux,12,Bernese Mountain Dog
Dog,Bodie,Bodie,96,Golden Retriever
Dog,Zoey,Zoey,66,Labradoodle
Cat,Eddy Jefferson,Eddy,48,Cat
Dog,Joel Carlos,Joel,36,Beagador
Dog,Lola,Lola,12,English Cocker Spaniel
Cat,Margot Mae,Margot,48,Domestic Short Hair
Dog,Rufus,Rufus,180,Cairn Terrier
Dog,Sadie,Bubba,144,Golden
Cat,Chester,Kiddo,12,Unknown
Dog,Zoey Deschanel,Zo,144,Bichon Frise
Dog,Cooper,Coop,72,Golden
Dog,Captain Goose,Goose,12,Unknown
Dog,Mr Doctor Professor Constable Detective Brick,Brick,96,British Bulldog
Dog,Ellie Sattler,El,12,Pibble
Cat,Lily,Little Shit,48,Unknown
Dog,Juke,Juke,48,Dachshund
Dog,Blue,Blue,12,Chocolate Lab
Dog,Kiefer Bartholomew,Kief,108,Belgian Shepard
Dog,Jackson,Jax,60,Labradoodle
Cat,Marzipan,Pan,24,Unknown
Dog,Zeta Bear,Bear,72,German Shepherd
Cat,Sunny,Sun Bun,Unknown,Unknown
Hedgehog,Professor Minerva Mcgonaquill,Minnie,30,African Pygmy
Dog,Minnie,Minniepin,24,Mutt
Fish,Fsh,Fsh,120,Mexican Blind Cave Tetra
Dog,Dixie,Dixie,180,"Mixed - Shepherd, Unknown"
Dog,Rosa Barks,Rosie,132,Shih Tzu
Dog,Charlie,Charlie,2,Cavapoo
Dog,Jack Dog,Jack,192,Mutt
Cat,Minerva,Minny,72,Unknown
Dog,Timon,Timon,36,Mutt
Dog,Leila Fowler-martinez,Leila,84,Unknown
Dog,Tubu,Tubu,132,Chihuahua
Cat,Venus,Kitty,132,Short Haired Calico
Dog,Goodness Gracious,Gracy,144,Shih Tzu
Dog,Monkey,Monkey,132,"Mixed - Australian Shepard, Rottweiler"
Cat,Jynx,Jynx,48,Domestic Medium Haired
Dog,Rosie,Rosie Posie,Unknown,Golden Retriever
Cat,Wendy,Wendy,36,Domestic Short Hair
Hamster,Katya,Chicken ,24,Russian Dwarf
Dog,Scirocco Augustus,Rocco,60,"Mixed - Treeing Walker Coonhound,  Chinese Sharpei"
Dog,Heavy Duty Puppy,Duty,48,Sheltie
Rabbit,Arthur,Arturo,60,English Lop
Cat,Jack,Kitty boy,72,Tabby Mix
Dog,Siena Rosa,Siena,144,Golden Retriever
Dog,Buttercup Maplesde,Butternut,30,Unknown
Dog,Zuez Maplesden,Zuzy,30,Unknown
Dog,Bella Maplesden,Bella,24,Bali Dog Mix
Cat,Hercules Maplesden,Hercules.,24,Tabby Cat
Dog,Ghia Lynn,Ghia,12,"Mixed - Border Collie,  Chinese Sharpei"
Dog,Delilah,Lilah,84,Beagle
Cat,Baileys Irish Cream,Bailey,156,Siamese Mix
Dog,Treacle,Treacle,120,Border Collie Cross
Dog,Sam,Sam,132,Labrador
Dog,Tyson,Tysbert,168,Rottweiler-german Shepherd-mix
Cat,Madison Square Garden,Square,24,Unknown
Cat,Garfield,Cooter ,96,Orange Tabby
Dog,Parker,Parker,132,Goldendoodle
